acs_release_year,acs_window,GEOID,NAME,median_household_income,poverty_rate_pct,renter_occupied_pct,age_65_plus_pct,elderly_living_alone_pct,disability_pct,nonwhite_pct,limited_english_households_pct,count_age_65_plus,count_elderly_living_alone,count_disabled,count_nonwhite,count_limited_english_households
2024,2020-2024,31109002400,Census Tract 24; Lancaster County; Nebraska,143371,2.37,3.44,19.0,35.14,6.23,5.68,0.0,592,208,194,177,0
2024,2020-2024,31109002500,Census Tract 25; Lancaster County; Nebraska,72649,10.03,18.49,21.7,26.01,10.57,24.36,3.05,1119,291,545,1256,74
2024,2020-2024,31109002701,Census Tract 27.01; Lancaster County; Nebraska,46090,19.38,71.31,12.48,70.08,14.81,19.78,3.18,371,260,439,588,42
2024,2020-2024,31109002702,Census Tract 27.02; Lancaster County; Nebraska,80551,6.83,31.36,18.66,27.9,16.67,15.49,2.06,1043,291,913,866,47
2024,2020-2024,31109002800,Census Tract 28; Lancaster County; Nebraska,89665,5.92,27.05,23.36,14.14,13.71,11.93,0.0,1167,165,685,596,0
2024,2020-2024,31109002900,Census Tract 29; Lancaster County; Nebraska,68603,14.9,73.48,9.43,38.9,5.12,25.04,5.24,545,212,296,1447,150
2024,2020-2024,31109003002,Census Tract 30.02; Lancaster County; Nebraska,52854,14.95,46.23,12.93,29.26,18.83,23.96,5.97,434,127,632,804,91
2024,2020-2024,31109003003,Census Tract 30.03; Lancaster County; Nebraska,57500,17.3,51.09,12.65,36.64,18.88,34.99,3.7,666,244,991,1842,78
2024,2020-2024,31109003004,Census Tract 30.04; Lancaster County; Nebraska,57702,10.33,41.65,27.85,48.77,15.79,14.17,1.23,857,418,486,436,19
2024,2020-2024,31109003005,Census Tract 30.05; Lancaster County; Nebraska,74863,19.35,21.45,18.55,34.74,12.54,22.01,2.45,760,264,514,902,38
2024,2020-2024,31109003102,Census Tract 31.02; Lancaster County; Nebraska,85994,4.01,35.75,5.83,15.66,6.75,14.29,0.0,332,52,384,813,0
2024,2020-2024,31109003103,Census Tract 31.03; Lancaster County; Nebraska,67698,21.78,43.09,12.41,17.22,14.43,30.21,4.71,302,52,351,735,43
2024,2020-2024,31109003104,Census Tract 31.04; Lancaster County; Nebraska,58209,14.55,57.96,8.23,43.1,15.64,30.49,3.92,478,206,909,1772,89
2024,2020-2024,31109003202,Census Tract 32.02; Lancaster County; Nebraska,67886,19.02,73.39,8.03,34.57,16.38,27.31,0.0,243,84,494,827,0
2024,2020-2024,31109003301,Census Tract 33.01; Lancaster County; Nebraska,63977,17.97,57.72,10.72,21.5,11.83,14.4,0.0,414,89,457,556,0
2024,2020-2024,31109003302,Census Tract 33.02; Lancaster County; Nebraska,104356,7.81,11.73,4.77,17.83,4.99,26.86,5.4,286,51,267,1612,92
2024,2020-2024,31109003401,Census Tract 34.01; Lancaster County; Nebraska,100132,10.07,20.67,7.87,16.54,11.88,27.07,3.16,520,86,630,1789,61
2024,2020-2024,31109003402,Census Tract 34.02; Lancaster County; Nebraska,56651,8.84,32.45,7.35,17.04,7.98,24.96,6.0,493,84,535,1674,145
2024,2020-2024,31109003500,Census Tract 35; Lancaster County; Nebraska,-666666666,66.67,,1.92,0.0,100.0,3.85,,1,0,39,2,0
2024,2020-2024,31109003601,Census Tract 36.01; Lancaster County; Nebraska,-666666666,,,1.78,0.0,,52.09,,20,0,0,586,0
2024,2020-2024,31109003604,Census Tract 36.04; Lancaster County; Nebraska,139596,4.4,18.8,23.6,6.1,8.68,9.33,0.0,951,58,349,376,0
2024,2020-2024,31109003605,Census Tract 36.05; Lancaster County; Nebraska,104390,5.31,10.14,19.3,16.51,12.97,13.18,0.0,751,124,501,513,0
2024,2020-2024,31109003607,Census Tract 36.07; Lancaster County; Nebraska,102708,8.84,55.94,11.52,19.13,7.67,20.53,1.13,554,106,367,987,22
2024,2020-2024,31109003608,Census Tract 36.08; Lancaster County; Nebraska,85658,4.41,44.24,15.14,26.85,13.09,9.32,0.58,216,58,186,133,4
2024,2020-2024,31109003609,Census Tract 36.09; Lancaster County; Nebraska,146786,7.45,21.2,27.5,25.48,14.18,9.56,3.56,679,173,350,236,38
2024,2020-2024,31109003704,Census Tract 37.04; Lancaster County; Nebraska,53860,20.69,67.33,7.51,29.1,11.25,22.78,6.56,409,119,603,1240,171
2024,2020-2024,31109003708,Census Tract 37.08; Lancaster County; Nebraska,87214,8.3,47.48,26.47,24.73,10.95,10.13,0.39,1100,272,452,421,7
2024,2020-2024,31109003709,Census Tract 37.09; Lancaster County; Nebraska,89063,6.99,31.07,13.45,13.81,6.38,10.26,2.44,666,92,316,508,47
2024,2020-2024,31109003713,Census Tract 37.13; Lancaster County; Nebraska,105729,2.88,33.1,24.41,13.32,7.83,9.65,0.0,751,100,241,297,0
2024,2020-2024,31109003714,Census Tract 37.14; Lancaster County; Nebraska,141154,1.34,26.33,15.48,28.0,10.74,11.3,0.66,882,247,611,644,15
2024,2020-2024,31109003715,Census Tract 37.15; Lancaster County; Nebraska,119327,7.93,17.13,24.21,19.22,8.73,8.45,0.0,510,98,184,178,0
2024,2020-2024,31109003716,Census Tract 37.16; Lancaster County; Nebraska,110677,1.91,29.54,14.35,33.62,9.52,10.4,0.0,705,237,466,511,0
2024,2020-2024,31109003718,Census Tract 37.18; Lancaster County; Nebraska,124153,2.55,19.83,24.34,21.35,13.7,8.55,0.0,1007,215,565,354,0
2024,2020-2024,31109003719,Census Tract 37.19; Lancaster County; Nebraska,96941,4.69,33.38,18.13,24.34,7.84,12.43,2.55,986,240,421,676,58
2024,2020-2024,31109003721,Census Tract 37.21; Lancaster County; Nebraska,89103,4.91,39.92,24.4,26.29,7.71,15.19,1.45,951,250,298,592,25
2024,2020-2024,31109003722,Census Tract 37.22; Lancaster County; Nebraska,55461,8.61,55.22,46.36,51.32,28.11,4.06,0.92,834,428,490,73,10
2024,2020-2024,31109003723,Census Tract 37.23; Lancaster County; Nebraska,109764,4.34,7.0,21.18,23.27,11.41,13.73,0.0,825,192,444,535,0
2024,2020-2024,31109003724,Census Tract 37.24; Lancaster County; Nebraska,110250,3.01,27.79,28.17,22.4,9.98,15.63,0.72,1058,237,373,587,12
2024,2020-2024,31109003725,Census Tract 37.25; Lancaster County; Nebraska,130852,9.97,4.12,10.75,10.43,9.89,7.38,0.0,441,46,405,303,0
2024,2020-2024,31109003726,Census Tract 37.26; Lancaster County; Nebraska,120804,2.1,32.12,12.01,17.48,5.13,21.18,1.27,389,68,166,686,15
2024,2020-2024,31109003727,Census Tract 37.27; Lancaster County; Nebraska,129405,3.64,13.08,17.27,3.83,6.45,10.72,1.38,522,20,195,324,15
2024,2020-2024,31109003728,Census Tract 37.28; Lancaster County; Nebraska,90927,12.98,40.88,19.01,11.48,10.54,24.81,0.76,967,111,536,1262,16
2024,2020-2024,31109003801,Census Tract 38.01; Lancaster County; Nebraska,84537,17.73,31.01,35.09,46.03,18.81,12.8,3.69,1686,776,904,615,81
2024,2020-2024,31109003802,Census Tract 38.02; Lancaster County; Nebraska,96177,5.36,15.13,20.67,24.24,10.21,14.68,0.0,656,159,324,466,0
2024,2020-2024,31109010100,Census Tract 101; Lancaster County; Nebraska,116577,3.43,16.06,21.67,20.06,6.21,4.47,1.37,1590,319,449,328,36
2024,2020-2024,31109010202,Census Tract 102.02; Lancaster County; Nebraska,111509,3.65,16.64,18.43,18.3,8.32,7.87,0.0,869,159,391,371,0
2024,2020-2024,31109010203,Census Tract 102.03; Lancaster County; Nebraska,142083,6.73,23.59,8.03,42.17,9.77,6.48,0.0,166,70,202,134,0
2024,2020-2024,31109010204,Census Tract 102.04; Lancaster County; Nebraska,81212,13.63,42.19,4.55,29.96,6.05,39.35,2.63,247,74,323,2138,56
2024,2020-2024,31109010300,Census Tract 103; Lancaster County; Nebraska,123875,4.85,7.12,23.96,11.86,14.56,6.77,0.64,1079,128,655,305,11
2024,2020-2024,31109010401,Census Tract 104.01; Lancaster County; Nebraska,117669,1.55,7.28,13.35,23.94,8.69,7.47,0.0,681,163,440,381,0
2024,2020-2024,31109010402,Census Tract 104.02; Lancaster County; Nebraska,114024,4.46,10.7,15.28,21.21,10.76,6.85,1.15,858,182,597,385,22
2024,2020-2024,31109983200,Census Tract 9832; Lancaster County; Nebraska,-666666666,0.0,100.0,0.0,,0.0,57.14,0.0,0,0,0,32,0
